kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
<<<<<<< HEAD
<<<<<<< HEAD
=======
METHOD	com.github.mikephil.charting.data.ChartData	getDataSetByIndex(int)	null	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/ChartData.java	RETURN_NULLABLE	nullable	com.github.mikephil.charting.data.ChartData	getDataSetByIndex(int)
METHOD	com.github.mikephil.charting.data.ChartData	getMaxEntryCountSet()	null	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/ChartData.java	RETURN_NULLABLE	nullable	com.github.mikephil.charting.data.ChartData	getMaxEntryCountSet()
FIELD	com.github.mikephil.charting.data.LineDataSet	null	mCircleColors	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/LineDataSet.java	ASSIGN_FIELD_NULLABLE	nullable	com.github.mikephil.charting.data.LineDataSet	mCircleColors
METHOD	com.github.mikephil.charting.interfaces.datasets.IDataSet	getEntryForXValue(float,float)	null	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/interfaces/datasets/IDataSet.java	WRONG_OVERRIDE_RETURN	nullable	com.github.mikephil.charting.data.DataSet	getEntryForXValue(float,float)
FIELD	com.github.mikephil.charting.data.BaseDataSet	null	mValueFormatter	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/BaseDataSet.java	METHOD_NO_INIT	nullable	com.github.mikephil.charting.data.BaseDataSet	null
FIELD	com.github.mikephil.charting.data.BaseDataSet	null	mColors	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/BaseDataSet.java	ASSIGN_FIELD_NULLABLE	nullable	com.github.mikephil.charting.data.BaseDataSet	mColors
FIELD	com.github.mikephil.charting.data.BaseDataSet	null	mValueColors	null	/home/nima/Desktop/docker/benchmarks/mpandroid/MPChartLib/src/main/java/com/github/mikephil/charting/data/BaseDataSet.java	ASSIGN_FIELD_NULLABLE	nullable	com.github.mikephil.charting.data.BaseDataSet	mValueColors
